name,markup,category,width,height,frames,source
spr_ui_furniture_flooring_ruins_preview,[icon:spr_ui_furniture_flooring_ruins_preview],Placeables/Furniture/Ruins,68,71,1,assets/animations/Placeables/Furniture/Ruins/spr_ui_furniture_flooring_ruins_preview.meta.toml
spr_ui_furniture_flooring_tide_caverns_preview,[icon:spr_ui_furniture_flooring_tide_caverns_preview],Placeables/Furniture/Tide Caverns,68,71,1,assets/animations/Placeables/Furniture/Tide Caverns/spr_ui_furniture_flooring_tide_caverns_preview.meta.toml
spr_ui_furniture_haunted_attic_floor_dark_preview,[icon:spr_ui_furniture_haunted_attic_floor_dark_preview],Placeables/Furniture/Haunted Attic,68,71,1,assets/animations/Placeables/Furniture/Haunted Attic/spr_ui_furniture_haunted_attic_floor_dark_preview.meta.toml
spr_ui_furniture_haunted_attic_floor_dusty_preview,[icon:spr_ui_furniture_haunted_attic_floor_dusty_preview],Placeables/Furniture/Haunted Attic,68,71,1,assets/animations/Placeables/Furniture/Haunted Attic/spr_ui_furniture_haunted_attic_floor_dusty_preview.meta.toml
spr_ui_furniture_haunted_attic_wall_dark_preview,[icon:spr_ui_furniture_haunted_attic_wall_dark_preview],Placeables/Furniture/Haunted Attic,68,71,1,assets/animations/Placeables/Furniture/Haunted Attic/spr_ui_furniture_haunted_attic_wall_dark_preview.meta.toml
spr_ui_furniture_haunted_attic_wall_dusty_preview,[icon:spr_ui_furniture_haunted_attic_wall_dusty_preview],Placeables/Furniture/Haunted Attic,68,71,1,assets/animations/Placeables/Furniture/Haunted Attic/spr_ui_furniture_haunted_attic_wall_dusty_preview.meta.toml
spr_ui_furniture_herringbone_tile_floor_blue_preview,[icon:spr_ui_furniture_herringbone_tile_floor_blue_preview],Placeables/Furniture/Bathroom,68,71,1,assets/animations/Placeables/Furniture/Bathroom/spr_ui_furniture_herringbone_tile_floor_blue_preview.meta.toml
spr_ui_furniture_herringbone_tile_floor_green_preview,[icon:spr_ui_furniture_herringbone_tile_floor_green_preview],Placeables/Furniture/Bathroom,68,71,1,assets/animations/Placeables/Furniture/Bathroom/spr_ui_furniture_herringbone_tile_floor_green_preview.meta.toml
spr_ui_furniture_herringbone_tile_floor_white_preview,[icon:spr_ui_furniture_herringbone_tile_floor_white_preview],Placeables/Furniture/Bathroom,68,71,1,assets/animations/Placeables/Furniture/Bathroom/spr_ui_furniture_herringbone_tile_floor_white_preview.meta.toml
spr_ui_furniture_insect_floor_v1_preview,[icon:spr_ui_furniture_insect_floor_v1_preview],Placeables/Furniture/Insect,68,71,1,assets/animations/Placeables/Furniture/Insect/spr_ui_furniture_insect_floor_v1_preview.meta.toml
spr_ui_furniture_insect_floor_v2_preview,[icon:spr_ui_furniture_insect_floor_v2_preview],Placeables/Furniture/Insect,68,71,1,assets/animations/Placeables/Furniture/Insect/spr_ui_furniture_insect_floor_v2_preview.meta.toml
spr_ui_furniture_insect_floor_v3_preview,[icon:spr_ui_furniture_insect_floor_v3_preview],Placeables/Furniture/Insect,68,71,1,assets/animations/Placeables/Furniture/Insect/spr_ui_furniture_insect_floor_v3_preview.meta.toml
spr_ui_furniture_insect_wall_v1_preview,[icon:spr_ui_furniture_insect_wall_v1_preview],Placeables/Furniture/Insect,68,71,1,assets/animations/Placeables/Furniture/Insect/spr_ui_furniture_insect_wall_v1_preview.meta.toml
spr_ui_furniture_insect_wall_v2_preview,[icon:spr_ui_furniture_insect_wall_v2_preview],Placeables/Furniture/Insect,68,71,1,assets/animations/Placeables/Furniture/Insect/spr_ui_furniture_insect_wall_v2_preview.meta.toml
spr_ui_furniture_insect_wall_v3_preview,[icon:spr_ui_furniture_insect_wall_v3_preview],Placeables/Furniture/Insect,68,71,1,assets/animations/Placeables/Furniture/Insect/spr_ui_furniture_insect_wall_v3_preview.meta.toml
spr_ui_furniture_lava_caves_obsidian_fence_preview_blue,[icon:spr_ui_furniture_lava_caves_obsidian_fence_preview_blue],Placeables/Furniture/Lava Caves,68,71,1,assets/animations/Placeables/Furniture/Lava Caves/spr_ui_furniture_lava_caves_obsidian_fence_preview_blue.meta.toml
spr_ui_furniture_lava_caves_obsidian_fence_preview_purple,[icon:spr_ui_furniture_lava_caves_obsidian_fence_preview_purple],Placeables/Furniture/Lava Caves,68,71,1,assets/animations/Placeables/Furniture/Lava Caves/spr_ui_furniture_lava_caves_obsidian_fence_preview_purple.meta.toml
spr_ui_furniture_lava_caves_obsidian_floor_lamp_blue_preview,[icon:spr_ui_furniture_lava_caves_obsidian_floor_lamp_blue_preview],Placeables/Furniture/Lava Caves,68,71,8,assets/animations/Placeables/Furniture/Lava Caves/spr_ui_furniture_lava_caves_obsidian_floor_lamp_blue_preview.meta.toml
spr_ui_furniture_lava_caves_obsidian_floor_lamp_purple_preview,[icon:spr_ui_furniture_lava_caves_obsidian_floor_lamp_purple_preview],Placeables/Furniture/Lava Caves,68,71,8,assets/animations/Placeables/Furniture/Lava Caves/spr_ui_furniture_lava_caves_obsidian_floor_lamp_purple_preview.meta.toml
spr_ui_furniture_lemon_floor_preview,[icon:spr_ui_furniture_lemon_floor_preview],Placeables/Furniture/Lemon,68,71,1,assets/animations/Placeables/Furniture/Lemon/spr_ui_furniture_lemon_floor_preview.meta.toml
spr_ui_furniture_lemon_table_lamp_preview,[icon:spr_ui_furniture_lemon_table_lamp_preview],Placeables/Furniture/Lemon,68,71,8,assets/animations/Placeables/Furniture/Lemon/spr_ui_furniture_lemon_table_lamp_preview.meta.toml
spr_ui_furniture_lemon_wall_preview,[icon:spr_ui_furniture_lemon_wall_preview],Placeables/Furniture/Lemon,68,71,1,assets/animations/Placeables/Furniture/Lemon/spr_ui_furniture_lemon_wall_preview.meta.toml
spr_ui_furniture_mines_flooring_preview,[icon:spr_ui_furniture_mines_flooring_preview],Placeables/Furniture/Mineshaft,68,71,1,assets/animations/Placeables/Furniture/Mineshaft/spr_ui_furniture_mines_flooring_preview.meta.toml
spr_ui_furniture_mines_wall_preview,[icon:spr_ui_furniture_mines_wall_preview],Placeables/Furniture/Mineshaft,68,71,1,assets/animations/Placeables/Furniture/Mineshaft/spr_ui_furniture_mines_wall_preview.meta.toml
spr_ui_furniture_ruins_crystal_light_preview,[icon:spr_ui_furniture_ruins_crystal_light_preview],Placeables/Furniture/Ruins,68,71,8,assets/animations/Placeables/Furniture/Ruins/spr_ui_furniture_ruins_crystal_light_preview.meta.toml
spr_ui_furniture_ruins_wall_crystal_light_preview,[icon:spr_ui_furniture_ruins_wall_crystal_light_preview],Placeables/Furniture/Ruins,68,71,8,assets/animations/Placeables/Furniture/Ruins/spr_ui_furniture_ruins_wall_crystal_light_preview.meta.toml
spr_ui_furniture_ruins_window_v1_preview,[icon:spr_ui_furniture_ruins_window_v1_preview],Placeables/Furniture/Ruins,68,71,32,assets/animations/Placeables/Furniture/Ruins/spr_ui_furniture_ruins_window_v1_preview.meta.toml
spr_ui_furniture_ruins_window_v2_preview,[icon:spr_ui_furniture_ruins_window_v2_preview],Placeables/Furniture/Ruins,68,71,32,assets/animations/Placeables/Furniture/Ruins/spr_ui_furniture_ruins_window_v2_preview.meta.toml
spr_ui_furniture_ruins_window_v3_preview,[icon:spr_ui_furniture_ruins_window_v3_preview],Placeables/Furniture/Ruins,68,71,32,assets/animations/Placeables/Furniture/Ruins/spr_ui_furniture_ruins_window_v3_preview.meta.toml
spr_ui_furniture_spring_floor_orange_preview,[icon:spr_ui_furniture_spring_floor_orange_preview],Placeables/Furniture/Spring,68,71,1,assets/animations/Placeables/Furniture/Spring/spr_ui_furniture_spring_floor_orange_preview.meta.toml
spr_ui_furniture_spring_floor_pink_preview,[icon:spr_ui_furniture_spring_floor_pink_preview],Placeables/Furniture/Spring,68,71,1,assets/animations/Placeables/Furniture/Spring/spr_ui_furniture_spring_floor_pink_preview.meta.toml
spr_ui_furniture_spring_floor_purple_preview,[icon:spr_ui_furniture_spring_floor_purple_preview],Placeables/Furniture/Spring,68,71,1,assets/animations/Placeables/Furniture/Spring/spr_ui_furniture_spring_floor_purple_preview.meta.toml
spr_ui_furniture_spring_wall_orange_preview,[icon:spr_ui_furniture_spring_wall_orange_preview],Placeables/Furniture/Spring,68,71,1,assets/animations/Placeables/Furniture/Spring/spr_ui_furniture_spring_wall_orange_preview.meta.toml
spr_ui_furniture_spring_wall_pink_preview,[icon:spr_ui_furniture_spring_wall_pink_preview],Placeables/Furniture/Spring,68,71,1,assets/animations/Placeables/Furniture/Spring/spr_ui_furniture_spring_wall_pink_preview.meta.toml
spr_ui_furniture_spring_wall_purple_preview,[icon:spr_ui_furniture_spring_wall_purple_preview],Placeables/Furniture/Spring,68,71,1,assets/animations/Placeables/Furniture/Spring/spr_ui_furniture_spring_wall_purple_preview.meta.toml
spr_ui_furniture_starry_floor_v1_preview,[icon:spr_ui_furniture_starry_floor_v1_preview],Placeables/Furniture/Misc Furniture,68,71,1,assets/animations/Placeables/Furniture/Misc Furniture/spr_ui_furniture_starry_floor_v1_preview.meta.toml
spr_ui_furniture_starry_floor_v2_preview,[icon:spr_ui_furniture_starry_floor_v2_preview],Placeables/Furniture/Misc Furniture,68,71,1,assets/animations/Placeables/Furniture/Misc Furniture/spr_ui_furniture_starry_floor_v2_preview.meta.toml
spr_ui_furniture_summer_floor_red_preview,[icon:spr_ui_furniture_summer_floor_red_preview],Placeables/Furniture/Summer,68,71,1,assets/animations/Placeables/Furniture/Summer/spr_ui_furniture_summer_floor_red_preview.meta.toml
spr_ui_furniture_summer_floor_yellow_preview,[icon:spr_ui_furniture_summer_floor_yellow_preview],Placeables/Furniture/Summer,68,71,1,assets/animations/Placeables/Furniture/Summer/spr_ui_furniture_summer_floor_yellow_preview.meta.toml
spr_ui_furniture_summer_wallpaper_red_preview,[icon:spr_ui_furniture_summer_wallpaper_red_preview],Placeables/Furniture/Summer,68,71,1,assets/animations/Placeables/Furniture/Summer/spr_ui_furniture_summer_wallpaper_red_preview.meta.toml
spr_ui_furniture_summer_wallpaper_yellow_preview,[icon:spr_ui_furniture_summer_wallpaper_yellow_preview],Placeables/Furniture/Summer,68,71,1,assets/animations/Placeables/Furniture/Summer/spr_ui_furniture_summer_wallpaper_yellow_preview.meta.toml
spr_ui_furniture_summit_wall_v1_preview,[icon:spr_ui_furniture_summit_wall_v1_preview],Placeables/Furniture/Misc Furniture,68,71,1,assets/animations/Placeables/Furniture/Misc Furniture/spr_ui_furniture_summit_wall_v1_preview.meta.toml
spr_ui_furniture_summit_wall_v2_preview,[icon:spr_ui_furniture_summit_wall_v2_preview],Placeables/Furniture/Misc Furniture,68,71,1,assets/animations/Placeables/Furniture/Misc Furniture/spr_ui_furniture_summit_wall_v2_preview.meta.toml
spr_ui_furniture_void_fireplace_v1_preview,[icon:spr_ui_furniture_void_fireplace_v1_preview],Placeables/Furniture/Void,68,71,8,assets/animations/Placeables/Furniture/Void/spr_ui_furniture_void_fireplace_v1_preview.meta.toml
spr_ui_furniture_void_fireplace_v2_preview,[icon:spr_ui_furniture_void_fireplace_v2_preview],Placeables/Furniture/Void,68,71,8,assets/animations/Placeables/Furniture/Void/spr_ui_furniture_void_fireplace_v2_preview.meta.toml
spr_ui_furniture_void_floor_v1_preview,[icon:spr_ui_furniture_void_floor_v1_preview],Placeables/Furniture/Void,68,71,1,assets/animations/Placeables/Furniture/Void/spr_ui_furniture_void_floor_v1_preview.meta.toml
spr_ui_furniture_void_floor_v2_preview,[icon:spr_ui_furniture_void_floor_v2_preview],Placeables/Furniture/Void,68,71,1,assets/animations/Placeables/Furniture/Void/spr_ui_furniture_void_floor_v2_preview.meta.toml
spr_ui_furniture_void_lamp_v1_preview,[icon:spr_ui_furniture_void_lamp_v1_preview],Placeables/Furniture/Void,68,71,8,assets/animations/Placeables/Furniture/Void/spr_ui_furniture_void_lamp_v1_preview.meta.toml
spr_ui_furniture_void_lamp_v2_preview,[icon:spr_ui_furniture_void_lamp_v2_preview],Placeables/Furniture/Void,68,71,8,assets/animations/Placeables/Furniture/Void/spr_ui_furniture_void_lamp_v2_preview.meta.toml
spr_ui_furniture_void_wall_v1_preview,[icon:spr_ui_furniture_void_wall_v1_preview],Placeables/Furniture/Void,68,71,1,assets/animations/Placeables/Furniture/Void/spr_ui_furniture_void_wall_v1_preview.meta.toml
spr_ui_furniture_void_wall_v2_preview,[icon:spr_ui_furniture_void_wall_v2_preview],Placeables/Furniture/Void,68,71,1,assets/animations/Placeables/Furniture/Void/spr_ui_furniture_void_wall_v2_preview.meta.toml
spr_ui_furniture_void_window_v1_preview,[icon:spr_ui_furniture_void_window_v1_preview],Placeables/Furniture/Void,68,71,70,assets/animations/Placeables/Furniture/Void/spr_ui_furniture_void_window_v1_preview.meta.toml
spr_ui_furniture_void_window_v2_preview,[icon:spr_ui_furniture_void_window_v2_preview],Placeables/Furniture/Void,68,71,70,assets/animations/Placeables/Furniture/Void/spr_ui_furniture_void_window_v2_preview.meta.toml
spr_ui_furniture_wallpaper_deep_earth_preview,[icon:spr_ui_furniture_wallpaper_deep_earth_preview],Placeables/Furniture/Cavern,68,71,1,assets/animations/Placeables/Furniture/Cavern/spr_ui_furniture_wallpaper_deep_earth_preview.meta.toml
spr_ui_furniture_wallpaper_lava_caves_preview,[icon:spr_ui_furniture_wallpaper_lava_caves_preview],Placeables/Furniture/Lava Caves,68,71,1,assets/animations/Placeables/Furniture/Lava Caves/spr_ui_furniture_wallpaper_lava_caves_preview.meta.toml
spr_ui_furniture_wallpaper_ruins_preview,[icon:spr_ui_furniture_wallpaper_ruins_preview],Placeables/Furniture/Ruins,68,71,1,assets/animations/Placeables/Furniture/Ruins/spr_ui_furniture_wallpaper_ruins_preview.meta.toml
spr_ui_furniture_wallpaper_tide_caverns_preview,[icon:spr_ui_furniture_wallpaper_tide_caverns_preview],Placeables/Furniture/Tide Caverns,68,71,1,assets/animations/Placeables/Furniture/Tide Caverns/spr_ui_furniture_wallpaper_tide_caverns_preview.meta.toml
spr_ui_furniture_witch_queen_floor_v1_preview,[icon:spr_ui_furniture_witch_queen_floor_v1_preview],Placeables/Furniture/Witch Queen,68,71,1,assets/animations/Placeables/Furniture/Witch Queen/spr_ui_furniture_witch_queen_floor_v1_preview.meta.toml
spr_ui_furniture_witch_queen_floor_v2_preview,[icon:spr_ui_furniture_witch_queen_floor_v2_preview],Placeables/Furniture/Witch Queen,68,71,1,assets/animations/Placeables/Furniture/Witch Queen/spr_ui_furniture_witch_queen_floor_v2_preview.meta.toml
spr_ui_furniture_witch_queen_moon_lamp_v1_preview,[icon:spr_ui_furniture_witch_queen_moon_lamp_v1_preview],Placeables/Furniture/Witch Queen,68,71,8,assets/animations/Placeables/Furniture/Witch Queen/spr_ui_furniture_witch_queen_moon_lamp_v1_preview.meta.toml
spr_ui_furniture_witch_queen_moon_lamp_v2_preview,[icon:spr_ui_furniture_witch_queen_moon_lamp_v2_preview],Placeables/Furniture/Witch Queen,68,71,8,assets/animations/Placeables/Furniture/Witch Queen/spr_ui_furniture_witch_queen_moon_lamp_v2_preview.meta.toml
spr_ui_furniture_witch_queen_wall_v1_preview,[icon:spr_ui_furniture_witch_queen_wall_v1_preview],Placeables/Furniture/Witch Queen,68,71,1,assets/animations/Placeables/Furniture/Witch Queen/spr_ui_furniture_witch_queen_wall_v1_preview.meta.toml
spr_ui_furniture_witch_queen_wall_v2_preview,[icon:spr_ui_furniture_witch_queen_wall_v2_preview],Placeables/Furniture/Witch Queen,68,71,1,assets/animations/Placeables/Furniture/Witch Queen/spr_ui_furniture_witch_queen_wall_v2_preview.meta.toml
spr_ui_gem_cutting_date_unlock,[icon:spr_ui_gem_cutting_date_unlock],UI NEW/Tutorial Cards/Date Unlocks,188,100,1,assets/animations/UI NEW/Tutorial Cards/Date Unlocks/spr_ui_gem_cutting_date_unlock.meta.toml
spr_ui_generalstore_icon_shadow,[icon:spr_ui_generalstore_icon_shadow],UI/General Store,14,6,1,assets/animations/UI/General Store/spr_ui_generalstore_icon_shadow.meta.toml
spr_ui_generalstore_inventory_box,[icon:spr_ui_generalstore_inventory_box],UI/General Store,11,11,9,assets/animations/UI/General Store/spr_ui_generalstore_inventory_box.meta.toml
spr_ui_generalstore_inventory_currencytab,[icon:spr_ui_generalstore_inventory_currencytab],UI NEW/Store Menu,6,6,9,assets/animations/UI NEW/Store Menu/spr_ui_generalstore_inventory_currencytab.meta.toml
spr_ui_generalstore_price_currency_icon,[icon:spr_ui_generalstore_price_currency_icon],UI/General Store,6,7,1,assets/animations/UI/General Store/spr_ui_generalstore_price_currency_icon.meta.toml
spr_ui_generalstore_price_font,[icon:spr_ui_generalstore_price_font],UI/General Store,5,7,13,assets/animations/UI/General Store/spr_ui_generalstore_price_font.meta.toml
spr_ui_generalstore_prompt_box,[icon:spr_ui_generalstore_prompt_box],UI,4,4,9,assets/animations/UI/spr_ui_generalstore_prompt_box.meta.toml
spr_ui_generic_animal_barn_icon,[icon:spr_ui_generic_animal_barn_icon],UI NEW/Generic/Icons,11,11,1,assets/animations/UI NEW/Generic/Icons/spr_ui_generic_animal_barn_icon.meta.toml
spr_ui_generic_animal_name_icon,[icon:spr_ui_generic_animal_name_icon],UI NEW/Generic/Icons,11,11,1,assets/animations/UI NEW/Generic/Icons/spr_ui_generic_animal_name_icon.meta.toml
spr_ui_generic_birthday_icon,[icon:spr_ui_generic_birthday_icon],UI NEW/Generic/Icons,11,11,1,assets/animations/UI NEW/Generic/Icons/spr_ui_generic_birthday_icon.meta.toml
spr_ui_generic_box_alt,[icon:spr_ui_generic_box_alt],UI NEW/Generic/Box,4,4,9,assets/animations/UI NEW/Generic/Box/spr_ui_generic_box_alt.meta.toml
spr_ui_generic_box_category,[icon:spr_ui_generic_box_category],UI NEW/Generic/Box,4,4,9,assets/animations/UI NEW/Generic/Box/spr_ui_generic_box_category.meta.toml
spr_ui_generic_box_header,[icon:spr_ui_generic_box_header],UI NEW/Generic/Box,4,4,9,assets/animations/UI NEW/Generic/Box/spr_ui_generic_box_header.meta.toml
spr_ui_generic_box_hovered,[icon:spr_ui_generic_box_hovered],UI NEW/Generic/Box,4,4,9,assets/animations/UI NEW/Generic/Box/spr_ui_generic_box_hovered.meta.toml
spr_ui_generic_box_hovered_untappable,[icon:spr_ui_generic_box_hovered_untappable],UI NEW/Generic/Box,4,4,9,assets/animations/UI NEW/Generic/Box/spr_ui_generic_box_hovered_untappable.meta.toml
spr_ui_generic_box_locked,[icon:spr_ui_generic_box_locked],UI NEW/Generic/Box,4,4,9,assets/animations/UI NEW/Generic/Box/spr_ui_generic_box_locked.meta.toml
spr_ui_generic_box_main,[icon:spr_ui_generic_box_main],UI NEW/Generic/Box,4,4,9,assets/animations/UI NEW/Generic/Box/spr_ui_generic_box_main.meta.toml
spr_ui_generic_box_selected,[icon:spr_ui_generic_box_selected],UI NEW/Generic/Box,4,4,9,assets/animations/UI NEW/Generic/Box/spr_ui_generic_box_selected.meta.toml
spr_ui_generic_box_tapped,[icon:spr_ui_generic_box_tapped],UI NEW/Generic/Box,4,4,9,assets/animations/UI NEW/Generic/Box/spr_ui_generic_box_tapped.meta.toml
spr_ui_generic_checkbox_fail,[icon:spr_ui_generic_checkbox_fail],UI NEW/Generic,9,9,1,assets/animations/UI NEW/Generic/spr_ui_generic_checkbox_fail.meta.toml
spr_ui_generic_checkbox_off,[icon:spr_ui_generic_checkbox_off],UI NEW/Generic,9,9,1,assets/animations/UI NEW/Generic/spr_ui_generic_checkbox_off.meta.toml
spr_ui_generic_checkbox_on,[icon:spr_ui_generic_checkbox_on],UI NEW/Generic,9,9,1,assets/animations/UI NEW/Generic/spr_ui_generic_checkbox_on.meta.toml
spr_ui_generic_cosmetic_icon,[icon:spr_ui_generic_cosmetic_icon],UI NEW/Generic/Icons,11,11,1,assets/animations/UI NEW/Generic/Icons/spr_ui_generic_cosmetic_icon.meta.toml
spr_ui_generic_edit_pencil_icon_enabled,[icon:spr_ui_generic_edit_pencil_icon_enabled],UI NEW/Generic/Icons,11,11,1,assets/animations/UI NEW/Generic/Icons/spr_ui_generic_edit_pencil_icon_enabled.meta.toml
spr_ui_generic_edit_pencil_icon_hovered,[icon:spr_ui_generic_edit_pencil_icon_hovered],UI NEW/Generic/Icons,11,11,1,assets/animations/UI NEW/Generic/Icons/spr_ui_generic_edit_pencil_icon_hovered.meta.toml
spr_ui_generic_edit_pencil_icon_locked,[icon:spr_ui_generic_edit_pencil_icon_locked],UI NEW/Generic/Icons,11,11,1,assets/animations/UI NEW/Generic/Icons/spr_ui_generic_edit_pencil_icon_locked.meta.toml
spr_ui_generic_edit_pencil_icon_tapped,[icon:spr_ui_generic_edit_pencil_icon_tapped],UI NEW/Generic/Icons,11,11,1,assets/animations/UI NEW/Generic/Icons/spr_ui_generic_edit_pencil_icon_tapped.meta.toml
spr_ui_generic_female_icon,[icon:spr_ui_generic_female_icon],UI NEW/Generic/Icons,11,11,1,assets/animations/UI NEW/Generic/Icons/spr_ui_generic_female_icon.meta.toml
spr_ui_generic_font_level,[icon:spr_ui_generic_font_level],UI/_GENERIC,4,5,11,assets/animations/UI/_GENERIC/spr_ui_generic_font_level.meta.toml
spr_ui_generic_font_lut,[icon:spr_ui_generic_font_lut],UI NEW/Fonts,21,256,1,assets/animations/UI NEW/Fonts/spr_ui_generic_font_lut.meta.toml
spr_ui_generic_gender_icon,[icon:spr_ui_generic_gender_icon],UI NEW/Generic/Icons,11,11,1,assets/animations/UI NEW/Generic/Icons/spr_ui_generic_gender_icon.meta.toml
spr_ui_generic_icon_baby_astrid_darker,[icon:spr_ui_generic_icon_baby_astrid_darker],UI NEW/Generic/Icons/Baby,24,20,1,assets/animations/UI NEW/Generic/Icons/Baby/spr_ui_generic_icon_baby_astrid_darker.meta.toml
spr_ui_generic_icon_baby_astrid_lighter,[icon:spr_ui_generic_icon_baby_astrid_lighter],UI NEW/Generic/Icons/Baby,24,20,1,assets/animations/UI NEW/Generic/Icons/Baby/spr_ui_generic_icon_baby_astrid_lighter.meta.toml
spr_ui_generic_icon_baby_brid_darker,[icon:spr_ui_generic_icon_baby_brid_darker],UI NEW/Generic/Icons/Baby,24,20,1,assets/animations/UI NEW/Generic/Icons/Baby/spr_ui_generic_icon_baby_brid_darker.meta.toml
spr_ui_generic_icon_baby_brid_lighter,[icon:spr_ui_generic_icon_baby_brid_lighter],UI NEW/Generic/Icons/Baby,24,20,1,assets/animations/UI NEW/Generic/Icons/Baby/spr_ui_generic_icon_baby_brid_lighter.meta.toml
spr_ui_generic_icon_baby_cedar_darker,[icon:spr_ui_generic_icon_baby_cedar_darker],UI NEW/Generic/Icons/Baby,24,20,1,assets/animations/UI NEW/Generic/Icons/Baby/spr_ui_generic_icon_baby_cedar_darker.meta.toml
spr_ui_generic_icon_baby_cedar_lighter,[icon:spr_ui_generic_icon_baby_cedar_lighter],UI NEW/Generic/Icons/Baby,24,20,1,assets/animations/UI NEW/Generic/Icons/Baby/spr_ui_generic_icon_baby_cedar_lighter.meta.toml
spr_ui_generic_icon_baby_ellie_darker,[icon:spr_ui_generic_icon_baby_ellie_darker],UI NEW/Generic/Icons/Baby,24,20,1,assets/animations/UI NEW/Generic/Icons/Baby/spr_ui_generic_icon_baby_ellie_darker.meta.toml
spr_ui_generic_icon_baby_ellie_lighter,[icon:spr_ui_generic_icon_baby_ellie_lighter],UI NEW/Generic/Icons/Baby,24,20,1,assets/animations/UI NEW/Generic/Icons/Baby/spr_ui_generic_icon_baby_ellie_lighter.meta.toml
spr_ui_generic_icon_baby_fray_darker,[icon:spr_ui_generic_icon_baby_fray_darker],UI NEW/Generic/Icons/Baby,24,20,1,assets/animations/UI NEW/Generic/Icons/Baby/spr_ui_generic_icon_baby_fray_darker.meta.toml
spr_ui_generic_icon_baby_fray_lighter,[icon:spr_ui_generic_icon_baby_fray_lighter],UI NEW/Generic/Icons/Baby,24,20,1,assets/animations/UI NEW/Generic/Icons/Baby/spr_ui_generic_icon_baby_fray_lighter.meta.toml
spr_ui_generic_icon_baby_kam_darker,[icon:spr_ui_generic_icon_baby_kam_darker],UI NEW/Generic/Icons/Baby,24,20,1,assets/animations/UI NEW/Generic/Icons/Baby/spr_ui_generic_icon_baby_kam_darker.meta.toml
spr_ui_generic_icon_baby_kam_lighter,[icon:spr_ui_generic_icon_baby_kam_lighter],UI NEW/Generic/Icons/Baby,24,20,1,assets/animations/UI NEW/Generic/Icons/Baby/spr_ui_generic_icon_baby_kam_lighter.meta.toml
spr_ui_generic_icon_baby_outline_astrid_darker,[icon:spr_ui_generic_icon_baby_outline_astrid_darker],UI NEW/Generic/Icons/Baby,24,20,1,assets/animations/UI NEW/Generic/Icons/Baby/spr_ui_generic_icon_baby_outline_astrid_darker.meta.toml
spr_ui_generic_icon_baby_outline_astrid_lighter,[icon:spr_ui_generic_icon_baby_outline_astrid_lighter],UI NEW/Generic/Icons/Baby,24,20,1,assets/animations/UI NEW/Generic/Icons/Baby/spr_ui_generic_icon_baby_outline_astrid_lighter.meta.toml
spr_ui_generic_icon_baby_outline_brid_darker,[icon:spr_ui_generic_icon_baby_outline_brid_darker],UI NEW/Generic/Icons/Baby,24,20,1,assets/animations/UI NEW/Generic/Icons/Baby/spr_ui_generic_icon_baby_outline_brid_darker.meta.toml
spr_ui_generic_icon_baby_outline_brid_lighter,[icon:spr_ui_generic_icon_baby_outline_brid_lighter],UI NEW/Generic/Icons/Baby,24,20,1,assets/animations/UI NEW/Generic/Icons/Baby/spr_ui_generic_icon_baby_outline_brid_lighter.meta.toml
spr_ui_generic_icon_baby_outline_cedar_darker,[icon:spr_ui_generic_icon_baby_outline_cedar_darker],UI NEW/Generic/Icons/Baby,24,20,1,assets/animations/UI NEW/Generic/Icons/Baby/spr_ui_generic_icon_baby_outline_cedar_darker.meta.toml
spr_ui_generic_icon_baby_outline_cedar_lighter,[icon:spr_ui_generic_icon_baby_outline_cedar_lighter],UI NEW/Generic/Icons/Baby,24,20,1,assets/animations/UI NEW/Generic/Icons/Baby/spr_ui_generic_icon_baby_outline_cedar_lighter.meta.toml
spr_ui_generic_icon_baby_outline_ellie_darker,[icon:spr_ui_generic_icon_baby_outline_ellie_darker],UI NEW/Generic/Icons/Baby,24,20,1,assets/animations/UI NEW/Generic/Icons/Baby/spr_ui_generic_icon_baby_outline_ellie_darker.meta.toml
spr_ui_generic_icon_baby_outline_ellie_lighter,[icon:spr_ui_generic_icon_baby_outline_ellie_lighter],UI NEW/Generic/Icons/Baby,24,20,1,assets/animations/UI NEW/Generic/Icons/Baby/spr_ui_generic_icon_baby_outline_ellie_lighter.meta.toml
spr_ui_generic_icon_baby_outline_fray_darker,[icon:spr_ui_generic_icon_baby_outline_fray_darker],UI NEW/Generic/Icons/Baby,24,20,1,assets/animations/UI NEW/Generic/Icons/Baby/spr_ui_generic_icon_baby_outline_fray_darker.meta.toml
spr_ui_generic_icon_baby_outline_fray_lighter,[icon:spr_ui_generic_icon_baby_outline_fray_lighter],UI NEW/Generic/Icons/Baby,24,20,1,assets/animations/UI NEW/Generic/Icons/Baby/spr_ui_generic_icon_baby_outline_fray_lighter.meta.toml
spr_ui_generic_icon_baby_outline_kam_darker,[icon:spr_ui_generic_icon_baby_outline_kam_darker],UI NEW/Generic/Icons/Baby,24,20,1,assets/animations/UI NEW/Generic/Icons/Baby/spr_ui_generic_icon_baby_outline_kam_darker.meta.toml
spr_ui_generic_icon_baby_outline_kam_lighter,[icon:spr_ui_generic_icon_baby_outline_kam_lighter],UI NEW/Generic/Icons/Baby,24,20,1,assets/animations/UI NEW/Generic/Icons/Baby/spr_ui_generic_icon_baby_outline_kam_lighter.meta.toml
